西式/美式,義大利麵,ChIJM7TkUo-pQjQRjgS-tZAS4mo,堤香義大利麵,"從大學吃到現在的優質好店，麵條彈牙不死硬，調味配料都很新鮮美味；非常感謝老闆娘香香阿姨還特別有做吃素的餐點，最愛素食咖喱/奶汁菌菇、素食玻璃麵。

吃完麵後剩下的湯汁拿去沾剛烤好的吐司，一面有可口的調味搭配上另一面酥脆的口感，堪稱完美空盤就是對店家手藝最高的致敬

謝謝老闆娘和老闆堅持給客人最好的品質，來師大必吃的好店","堤香在泰順街的新民小學附近的巷內，算是價格親民的義大利麵店，麵量足夠吐司和紅茶自助式可自取，＄＄120～140左右。

若要省荷包又要吃得飽，可以。但美味度就不能太期待了，尚可而已。

用餐區有一樓及B1，但1樓較為舒適。內部裝潢有鄉村樸實風，簡單舒適",生意很好，麵量很大，個人覺得口味中規中矩，沒有特別讓人驚艷的地方。,"土司吃到飽，義大利麵水準尚可
吃飽絕對沒問題
口味就一般般","蒜香培根在同價位區間沒有對手
不要輕易加辣，小辣就是大辣..."
日式料理,拉麵,ChIJW-iwFoupQjQRiu9M_0_8bac,鷹流東京豚骨拉麵-極匠,味道很濃郁，份量有很大真的吃很飽,超讚，蒜味很重,蛋比麵還鹹,"20200413『濃湯極匠肉肉SP』

湯頭略鹹，背脂與蒜泥溶進湯裡讓層次變得豐富
麵條介於粗細之間，Q彈且吸附著滿滿的湯汁
加麵則是細麵，相對硬了一點反而口感正好
筍乾摻著一絲辣，或許是想與鹹味做出區隔
溏心蛋潤嫩且半熟度佳，整體的「拉麵感」十足
惟環境有些吵雜，空間呈現沒有情調的昏暗

20200530『濃湯東京豚骨拉麵+溏心蛋』

比起肉肉SP，這份量實在少得可憐
一小搓豆芽、幾根筍乾和相對多的蔥末
味道雖然不差，但這樣的份量實在愧對價格
尤其叉燒僅有極薄的兩片，當然無口感可言
若不另外加點溏心蛋，會越吃越心寒

蛋滷得極入味，味道與熟度都很好
麵條吸汁能力優秀且口感Q彈不過硬
加了一球正常硬度的麵條依然保有相同水準
湯頭順口略鹹，但若非如此，吃完會很空虛",非常道地的日本拉麵
日式料理,拉麵,ChIJPSbdwIqpQjQRlYUb2CvQAZM,山嵐拉麵 公館店,海湯味道鮮美，麵很Q彈，價格略高,好吃，只是通常要排一段時間。,"還敢吃拉麵呀！
-
山嵐拉麵
台北市中正區羅斯福路四段136巷1弄13號
-
公館附近地址很長的拉麵店
always在排隊不想等的可以一開店就去
座位沒有很多吃飽內用完就會叫你滾蛋（很有禮貌的喇）
畢竟門口有人在等
也只能乖乖滾蛋準時上課去
-
 白湯拉麵 230
湯頭可以欸我自己很愛
可以喝到濃濃豚骨香
60趴背脂自己覺得挺剛好要喝到接近最後一口才會有一點膩的感覺
喜歡清淡一點可以點30趴背脂
麵的話是捲麵（不管粗細都是）
有彈性口感也夠（但自己還是比較愛博多細麵，一蘭的那種）
叉燒我覺得非常好吃
相當軟嫩厚度和香氣都夠

 海湯拉麵 260
滿滿鰹魚味中帶點豚骨香
喜歡海味的可以點
這碗是細麵個人偏好細麵一點
朋朋很愛
-
可以試試看的拉麵（雖然我不是拉麵大師喇）不會雷甚至有點好吃
中午加白飯不用錢
吃得麵加湯泡飯很爽
飽死肥死
舒服
-
#還敢打分數呀


#還敢吃正餐呀#山嵐拉麵 #公館美食#台大美食 #公館拉麵 #台北美食 #台北拉麵",肉非常嫩，湯頭剛好,"於2020/11/17中午用餐。藏在公館小巷內的拉麵店，進去時是以購買餐券的方式點餐，一開始因為不太了解餐券購買方式，在機器前弄了好久，還好當天一位女服務員前來解圍，當下覺得非常感謝與暖心。
這次用餐選擇是：肉多、豚骨白湯、細麵、30%油脂、標準麵量(300$)。
首先我覺得湯頭鹹度很OK，大概是剛好到達一般人可以忍受的鹹度上限，再鹹一點就會覺得太鹹。
湯頭本身就有很足的香味，而我選擇30%的油脂量對我來說也是剛剛好，喝湯時可以喝到油脂的香氣，對我來說如果油脂量再往上增加就會覺得太膩，湯裡有擺放些許的高麗菜及蔥花，可以解膩及增添整體風味。
麵條是比較偏硬且有嚼勁，大口吃麵時可以咬到一根一根的麵條感，不會整束麵糊在嘴巴裡頭，但吃起來有點像是有麵鹼的味道。標準的麵量很適合一般正常食量的人。
叉燒肉偏瘦但有帶有帶一些油脂，軟硬適中，吃起來不會很乾很柴，味道也很足夠。叉燒肉因畢竟因為需要事先煮好，最後要盛盤時才會擺在碗裡才送到客人面前，所以叉燒本身的熱度和整碗拉麵的熱度會有一些落差；如果喜歡吃熱的叉燒，建議用餐時先把叉燒浸在熱湯中一下子，先吃點麵跟喝點湯，讓肉跟湯的溫度比較平均後，再來食用叉燒，感覺會比較一致。
店裡整體環境很簡潔明亮，位子不算太多(不曉得是否有二樓用餐區)，桌子上有筷子、衛生紙還有調味料可自取，檯面上也有冰開水跟杯子可以自行取用。服務人員很勤快也很親切，店的位置離捷運公館站算滿近的。"
日式料理,拉麵,ChIJA38vuIqpQjQRC7h-cQ9L0Dc,極麵屋-豚骨/公館拉麵/丼飯,"今日首次到本店用餐，座無虛席
菜單選擇多到不知道要點什麼，店員熱情主動為我們介紹
拉麵湯頭濃郁且帶有層次感，配料豐富，麵條Ｑ彈有勁，以這個價位而言，ＣＰ值很高
十分推薦套餐叉燒小丼的組合
半生熟的蛋，攪拌後融在飯裡頭，真是人生極大享受！
店員態度十分良好很有禮貌，出餐速度迅速，且隨叫隨到，效率很棒，值得讚賞！辛苦了！",點了豚骨拉麵跟叉燒飯套餐，不貴吃的口味算不錯的，份量足夠吃的挺飽的,跟前任來過幾次，不知道他會不會看到評論應該不會吧，麵還行但希望他跟人吃飯不要一直滑手機這樣很難聊天,"拉麵店有素食，但可以更好
麵體好吃，很Q
可是他放蔥花……
麻煩查一下什麼是全素
以及加在麵裡的豆皮可以不要是甜的嗎？
我是吃烏龍麵不是豆皮壽司…味道很不搭","東西不錯吃，價格也還OK
只是服務生一直聊天不理人有點……
招手第二次才終於有人理我……"
日式料理,拉麵,ChIJd_KXmIupQjQRRLfmqJ3ppUA,頑固石板料理 拉麵 蛋包飯,跟垃圾渣男去過，他說跟他來過這家店的人都跟他斷掉了，活該，真好笑。,"不要看到想說菜色很多樣就進去了
真的稱不上好吃……
點炸蝦蛋包飯結果不是炸蝦是炸蝦捲==；
牛肉味道也像組合肉  炸豬排超不行
沒點排餐所以不知道味道  可是大家就是 對 自行斟酌哈哈哈哈","服務員很酷，一個人送餐但是卻超快速，雖然冷冷的沒什麼笑容但是態度卻很好
食物不錯吃",份量滿多的，不是走精緻路線，但cp值很可~,餐點普通，原本感覺都還好，進門消費時店員還熱情招呼，結完帳出去不到五分鐘小孩突然肚子痛想上廁所，想說回去店家借廁所，結果店員以用餐的客人要使用果斷回絕，還要我們自行到對面店家借廁所，感覺瞬間差掉，也讓人見識到所謂的現實面……不推
日式料理,拉麵,ChIJ4WY-_e2pQjQR-qxVnVH29H8,麗人博多拉麵 師大店,沒什麼人還要等快半小時。湯頭喝起來是加湯粉的感覺，鹹但完全不濃郁。麵條是少見的細麵，但真的不入味。感覺是新開的。不建議來。,已經下午非尖峰時段了送餐還是很慢，叉燒湯頭有濃厚的肉騷味，但細麵是好吃的。,"豚骨湯一點都不濃郁，
完全沒有吃豚骨拉麵的感覺，
麵量極少，
麵條選了稍硬依舊感覺不出麵Q彈的口感，
整碗溫度是溫的，
不像在其他拉麵店吃時「燒滾滾」的感覺，
總而言之不會再去第二次了。",上麵蠻快的啊 不過味道偏淡 建議買餐卷比較便宜 165還有青菜,有戶外跟室內用餐位置可選。辛口豚骨拉麵是唯一有辣的選擇，湯頭還可以，肉騷味有點重。
素食/健康,素食,ChIJW4eHM4mpQjQROM8Pp_6hEOw,素德蔬食,餐點精緻又美味，雖然小小的吧台，但是上面的每道菜都有精緻的心思，菜餚味道搭配得極好，是非常厲害得一間素食餐廳,"沒有素蠔油味，或是醬油味
炸物不油，菜也不油
菜色用心，有些創意菜
乾淨 衛生 精緻的素食自助餐","超棒的蔬食餐廳！菜色雖然不是超級多，但是每一道都很好吃，而且完全不油膩，香料運用得當，吃得健康又美味。老闆娘人超好，秤完還跟我們說可以多加一些粉絲。
店內裝潢雅致，氣氛寧靜舒適，而且還是一家非常有理念的店，注重健康、當地食材，價格又很親民，第一次去就完全愛上這裡了
這家和一般的素食餐廳比較不一樣，強調是蔬食，店內還有奶製品和蛋等等，不過菜色名稱標示的都很清楚","用餐消費金額：$90

紅麴娃娃菜很有特色，
炒高麗菜應是選擇高山栽種的，
吃得出那特別的鮮味
店員非常客氣，店內氣氛舒服閒適，
值得過來光顧。","對於中午只想簡單吃，又不想吃肉類的人來說，簡直就是沙漠中的綠洲。可以自己夾很多種菜，稱重計算，價位合理。
大概是因為單身者內用居多，所以比較少有聊天吵雜聲，對於喜歡安靜的人來說是個能專心填飽肚子的好地方。"
素食/健康,素食,ChIJfWS1j4upQjQRcetn4MZu_pw,如來素食樂園,菜色豐富，味道可口，食物很多樣是手工做的，頭家親切，櫃台買的飲品健康好喝，是台灣大學附近最棒的素食自助餐館，兩層樓，在樓下用餐特別安定,"因為關注找蔬食的youtube,認識了植物奶！但到今天才有機會來買燕麥奶 ！還順便買了他們的素食便當！天吶！一吃就愛上！也第一次喝這種植物奶 才發現原來這麼好喝！下次放假一定還要去添購 另外老闆服務態度超親切 感覺良好！",在公館地區，最好吃的素食自助餐廳，價格也比別家便宜，老闆娘服務親切，店家也賣些好吃特別的商品，如：粽子，豆漿，自炒的花生米等等……，老字號的素食餐廳，讚！,去那裡吃晚餐，順便在那買了燕麥奶、花生和果仁，快打烊了，老闆還送一碗紅豆湯，我平常不吃素但下次還想再去吃。,個人覺得這間是精緻美味的素食自助餐，乾淨衛生，有甜點做的素食，糙米飯也很好吃，還有一些素食製品販賣，推薦各位前往品嚐看看~
素食/健康,素食,ChIJn-RB6oqpQjQRTBPsvDY6QF8,公館夜市【素食鹹酥雞】,素食者可來試試喔，全都是素的，一解無法吃葷食的鹹酥雞的嘴饞喔,"不太愛吃素食的我。只要有路過公館附近。我就會遶過來這邊買

當初單純的好奇。買了一次後覺得也太好吃了吧！鹹酥雞跟羊肉的部分就算冷了還是很好吃。外酥內軟不會太油。而且老闆的胡椒粉應該是特別調過的。加上去提味了很多

另外蔬菜香菇類也炸的很好吃。不過這個比較適合現場吃。外帶回家太久菇類容易出水。導致外皮不夠酥會變濕濕軟軟的。

而且份量給的很足夠。一份鹹酥雞一份香菇其實就蠻飽的

蠻推薦可以去試吃看看。不會有素食的那種怪味道",素食鹽酥雞味道也不錯,難能可貴夜市中有素的鹽酥雞給素食者享用.調味很棒，還有加九層塔，非常好吃 . 所以常常會來光顧. 週末要排一下隊. (老闆動作很快，所以也不用等太久)平日就還好.豆干因為只對切，感覺味道比較淡。,"這家店開得挺晚的，剛好沒吃晚餐就來了，
滷炸皆可，
價格中等，份量大，要小心不要點超過，
老闆人很好，調味也不會太重"
素食/健康,素食,ChIJub2sVompQjQRf8TOJJd6BaA,開心農場素食店,菜色多樣 老闆娘人很親切,超級推薦的公館素食！老闆娘人很客氣很溫暖也是一位疼孫子的阿嬤！超級可愛！咖喱G絲麵很推薦，自助餐區的食物也都超好吃，ex：蒸蛋、鹹菜炒竹筍、梅汁蕃茄、炒花椰菜、炒蓮藕片等等！價格也非常實惠！還提供免費的紅豆湯，裡面料超多，有紅豆、綠豆跟麥片，真材實料，不會因為是免費的就只有湯沒有料！真的很喜歡這家店，完全是來公館必吃的！,大學在台大唸，學生時代生活費很少，一天三餐加起來只能吃100元左右（兩年前），因為太窮了夾不了太多菜，開心農場的員工都會貼心多夾一點菜給我，讓我得以溫飽讀書，最喜歡吃這裡的麻醬麵還有紅豆薏仁甜湯，很常來這裡吃飯，這是學校附近少數能吃飽的平價餐廳，還很好吃，想起來就忍不住感動落淚，人吃飽之後真的會比較正向，吃不飽會sad，真的是宇宙定律。,平價素食美食，老闆待客親切。可惜座位稍嫌擁擠了些。,好吃 價格實惠。自助餐一碗飯10元吃到飽，內用還有免費紅豆甜湯可以喝！
素食/健康,素食,ChIJbyUYe4upQjQR_lNK-f2kOv8,料理王健康素食自助餐,"這裡的菜色非常豐富，食材很新鮮,廚師很會料理及配色,服務人員也很親切，非常推薦的好地方",便宜、菜色豐富。但除了清炒和川燙類的蔬菜，其他幾乎都過油。,菜色豐盛口感不錯，用餐環境座位擁擠,"每天都吃這家！
菜色很多重點是綠色蔬菜沒了都會馬上補
調味也不會太油太鹹
有甜湯和鹹湯可以自己裝
價格我覺得已經算很便宜了～加上離宿舍很近
推推推",東西好吃，價格平易近人，服務人員非常有禮貌
素食/健康,素食,ChIJ8wtUD4upQjQRAvHhb-IbO3E,新卡莎素食西餐廳,老闆娘人非常親切，東西好吃。餐點都自己純手工做的。不叫現成的。老闆娘滷豆乾玉米濃湯非常好吃。對待客人像自己家人一樣好。謝謝老闆娘給麵包小姐鼓勵。,店員一直引導式點餐，直接設定客人要點什麼餐點、湯品的口味，難到店裡只有煮南瓜嗎？不尊重客人的意見。收碗盤也不量力而為，一次全拿，是要打破嗎？,很棒的素食西餐廳，環境優美有氣氛，已開20年，價格合理，餐點種類豐富，主餐有素排餐、飯或麵，可以單點或加購套餐。每次來都很喜歡，闆娘很親切可愛！,東西好吃（本人吃葷的）也可以接受，只是燈光太暗有點悶，老闆娘很熱情,今天是第一次來新卡沙，因拗老公請客去吃大餐，本是要一家四口一起去，因女兒有事，就剩兒子和尪陪我去，一進去老闆娘就親切招呼，點餐時，老闆娘也很實在的建議點餐，甚至還說，點太多吃不完，別浪費。真的就是好可愛，而且老闆娘和老板知道我是慶祝生日，直接就說(送你一塊蛋糕)，真的好高興，今天真的覺得好高興，又有家人陪，又吃到好吃的餐點，又遇到這麼親切的頭家，真棒，下次會再去。
素食/健康,素食,ChIJC3j59oupQjQRH7rZvc7lWbk,蒸夠臭素食蒸臭豆腐,老闆人很好，臭豆腐很入味，每天都想吃！！！,老闆娘態度很不友善。忘了在點菜單上寫上桌號老闆娘就很不高興。選了桌子還要罵說為何不選其他桌。莫名其妙。我來光顧還看你臉色。這家我連一個星都不想給。這種待客方式留下極惡劣的印象。不但不會再去，也不會推薦。台北好吃的餐廳那麼多，我寧願介紹其他餐廳。做生意不是這樣做的。,不錯吃,旅行中避開上班族的用餐時間，在飄雨的中午吃上一碗清蒸臭豆腐和素香飯，休息一下，體力迅速恢復！,兩位男生服務態度不佳，東西也很普通，不會再去了
素食/健康,素食,ChIJPVVVVSmqQjQRE_DCJyEaJoQ,3 Idiots Toast & Curry 三個傻瓜蔬食印度餐廳-公館店,"很好吃！
很喜歡全麥土司的香氣
每個禮拜都來已經吃了6種口味了！
還沒有吃到雷的哈哈
最喜歡的是～咖哩杏鮑菇跟菠菜乾酪
菠菜真的很多！
每個禮拜都來享受一次異國風情！
_(`」 ∠)_","最喜歡咖哩餃和中東蔬菜拚盤
感覺廚師們都滿用心的
服務人員也滿親切的
只是坐位比較不舒服
有些擁擠
結帳可以刷信用卡或付現
沒有加一成服務費
但遇到印度籍的店長（還是老闆）結帳
卻不給發票
這樣不是太好吧
其他店員都會給發票耶","地下室的用餐空間有點擠，坐起來不是很舒服
各式醬料是三傻的強項
全麥土司很出色，外酥內軟Q
建議土司選鹹的口味，甜的口味像蘋果肉桂，旁邊搭配的醬料是非常甜的巧克力醬，吃到後面有點單調","第一次光顧，是平日午餐時段來的
餐點是花椰菜馬鈴薯咖哩飯
餐點美味，又是素食的印度咖哩更難得
商業午餐更划算，CP值高","公館分店較適合三五朋友談天
若想要餐廳氛圍會推薦南京分店
兩間分店外面都有三個傻瓜電影屁股座椅可以拍照
/
無肉飲食原來也可以很好吃
大力推薦印度塔麗
一次享受三種不同風味咖喱
茄子口味的吐司味道很特別 不怕茄子的人必點
/
雙人套餐999
吃得很飽份量很足"
